id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,final_text
379_post,https://www.tiktok.com/@_mydearjunnie/video/7240745580786470150,mydearjunnie on fb,43,1707,68.6K,2023-6-4,/@_mydearjunnie,_mydearjunnie,Replying to,"['singapore', 'travel', 'traveltiktok', 'singapore', 'tutorial', 'travelsingapore', 'sgarrivalcard', 'fyp', 'fypviral']",7361,6532,1853,144,one of the most important requirements when you travel to Singapore is the Singapore arrival car for Philippine passport holders Singapore is visa-free we only need a passport but we need to submit our Singapore arrival Card 3 days before our arrival to Singapore this is free and there are two ways to fill out your Singapore arrival card first is through the website triple w dot ICA comedy or download the my ICA app in this video I will show a brief tutorial how to fill out this form using the website make sure you click the correct website because there are a lot of third party websites who collect fees this is what the website looks like click submit online and click foreign visitor you will have the different options like submit individual submission group of update your previous submission or view your submission for grips submission you may submit up to 10% in one group submission you will need your passport contact information travel information and information on your ACCyou may refer to this website for frequently asked questions this is the area for personal information where you fill in your passport details next is your trip to Singapore they should be 3 days before your arrival next is accommodation information if you booked a hotel you can see it in the list of hotels for the next city I put their Malaysia since my exit commission Malaysia and last and very important the health declaration same information but I will be uploading a video tutorial for my ICA app in my next video like and follow for More Travel related videos thank you for watching
380_post,https://www.tiktok.com/@eveinsingapore/video/7221492507417316610,@eveinsingapore,53,4953,77.2K,2023-4-13,/@eveinsingapore,eveinsingapore,Save & Share these must-visit places 🥹🫶🏻,"['botanicgardens', 'shootsg', 'visitsingapore', 'sgtiktok', 'sgtourist', 'chijmes', 'hajilane', 'travelsg', 'sgtravel', 'fyp', 'nationalmuseum', 'sgtraveller', 'mustvisit', 'singapore']",2391,2115,153,5,BEST PLACES TO VISIT IN SINGAPORE 2023 GOOD NATURAL LIGHTING Dempsey Road MOUNT Faber Park The GalloP Haji Lane Chijmes  Raffles Hotel The Arts House National Museum Botanic Gardens
381_post,https://www.tiktok.com/@escapemanila/video/7222496150828436742,EscapeManila Travel Blog,40,11.4K,326.5K,2023-4-16,/@escapemanila,escapemanila,Things to Do in Singapore on a Budget. Tara!,"['travel', 'traveltiktok']",4414,2607,585,57,things to do in Singapore in a budget Singapore expensive but you don't have to spend a lot to enjoy your vacation in the lion City first but Gardens by the bay light show so you don't know 7:00 p.m. 8:00 p.m. at 9:00 p.m. to 3 shows in the night sober on my Android phoneand food truck at Hawker centres Miami Hawker centres Morales and Maxwell concert Center Union tapos walk around Marina Bay Sands area Sovereign diving interesting you know things to see around their Tapas window shopping at the shops open Pandora Island area so muchand of course by Pasadena Mustafa Center is a mama mama shop place in Singapore Airlines and many many others items and of course Bago Movie experience when are you all Changi
382_post,https://www.tiktok.com/@andrewethanzeng/video/7227279479037611272,Andrew Ethan Zeng,30,24.2K,265.8K,2023-4-29,/@andrewethanzeng,andrewethanzeng,The,"['1', 'firstclass', 'travel', 'singapore', 'luxury', 'goals', 'frequentflyer', 'capcut', 'fyp']",61.1K,5169,3198,453,this is the world's best airplane seat you can currently book Singapore AirSpeed class it's more like a private hotel room in the sky than an airplane seat and with more frequent flyer points than we have life savings my mate and I went home and booked multiple Suites we were greeted by an exclusive cabin crew they served expensive welcome champagne that I don't even know how to pronounce it's the only plain seat in the world that has a separate full bed seat and privacy door and check this out with a push of a button the seat rotates in any direction and so does the huge 32 inch TV the private toilet is super luxurious and huge with enough room for me to stretch my arms Out and because we booked multiple Suites we literally had our own dining room in the sky separate from our bedrooms but wait there's more like in Florida to where I'll show you the insane dining experience we had in Suite class who would you take on this flight
383_post,https://www.tiktok.com/@okay.kara.travels/video/7181515996803386630,Kara ✨| Travel & Backpacking🌎,285,67.2K,1M,2022-12-26,/@okay.kara.travels,okay.kara.travels,Things to do Singapore ON A BUDGET 🇸🇬✨ Make sure you add all these to your list! I have more videos about cheap eats / how to stick to £25 a day (daily spends) budget whilst in Singapore..so follow along for more😘❤️,"['travel', 'traveltiktok', 'travelsingapore', 'thingstodosingapore', 'singaporethingstodo', 'budgettravelsingapore', 'singaporecheapeats', 'singaporerecommendations', 'singaporetraveltips', 'singaporehiddengems', 'whattodosingapore', 'singaporemustsee', 'mustseesingapore', 'travelseasia', 'budgettravelseasia', 'budgetbackpackingseasia', 'budgetbackpackingsingapore', 'singaporethingstodo', 'marinabaysands', 'raffleshotel', 'singaporehotels', 'singaporecheapfood', 'freethingstodosingapore', 'singaporefreethings', 'singaporefoodie', 'singaporefood', 'singaporecheapfood', 'fyp', 'traveltrend', 'traveltrending', 'viral', 'travelviral', 'budgetbackpackingasia', 'singaporetourism', 'singaporetiktok', 'travelsingapore2023', 'singaporethingstodo2023', 'singapore2023', 'visitsingapore', 'visitsingapore2023', 'hostellife', 'thepodcapsule', 'singaporepodhotel', 'singaporehostel', 'singaporecheaphotel', 'singaporehotel', 'singaporehostel', 'budgettraveltips', 'budgettravelhelp', 'travelbudget', 'travelcheap', 'gapyear', 'postgradtravel']",1184,780,90,39,things to do singapore on a budget Watch the light show Spectra Marina Bay Sands FREE Gardens by the Bay FREE  Raffles Hotel Jubilee Bridge FREE national museum of singapore certain exhibits are free Fort Canning Park free Merlion Fountain FREE Watch the light show in Gardens by the bay FREE Sri Veeramakaliamman Temple free Little India mecca centre National Gallery Singapore Certain Exhibits are FREE chijmes free to walk around Lau Pa Sat raffles city shopping center free to walk around haji lane arab street Marina Bay Shopping Center
384_post,https://www.tiktok.com/@onericeplease/video/7244119059728469249,🍚🥢,66,22.3K,943.8K,2023-6-13,/@onericeplease,onericeplease,The food coma is real after 😅,"['sgfoodie', 'singapore', 'jwmarriottsg', 'beachroadkitchen', 'sgbuffet', 'sgfood', 'sgtravel']",3973,1654,1433,48,what is the largest hotel buffet in Singapore yes here at Beach Road kitchen to check out their Sunday champagne brunch and while the variety is insane you've got your first day for Your Eyes lyrics station
385_post,https://www.tiktok.com/@karishmairl/video/7186263942614764802,Karishma 👩🏽‍💻🫶,79,23.7K,430.1K,2023-1-8,/@karishmairl,karishmairl,Replying to,"['suites', 'singaporeairlines', 'luxurylife', 'luxurytravel', 'flytok', 'firstclass', 'travelbucketlist', 'travel', 'corporategirlies', 'thatgirlaesthetic', 'womenintech', 'fyp']",8212,484,342,160,here's what happens when you book Suites in Singapore Airlines it's a different section to enter the airport which is under first class you basically going to this launch and they kind of check you in and give you the access to private room so once you're ready you can just make your way there and basically order literally anything you possibly could want to eat I was starving so I basically ordered myself this waffle which was insane you guys not for the moment of all been waiting for me entering the sweet and I was honestly amazed at how much space that was so they give you a like a bang and a loose and headset for you to listen to on this is an iPod for you to order anything you want from and I got myself this burger and some garlic bread which was not bad I would say food could have been better but honestly I'm not complaining the space with amazing then I called the air hostess to help me kind of make my bed which she did and honestly it was so comfy I thought it would be way more I guess hard but it was actually reallyplay the best part was the washroom you guys I'm a Shook at the lighting plus they have an area for you to literally do your makeup like a dressing area with a stool and mirrors anyways I would 100 and let me know if you have any questions bye
386_post,https://www.tiktok.com/@caseyfleischmann0/video/7170335110997232902,caseyfleischmann,90,91,2551,2022-11-26,/@caseyfleischmann0,caseyfleischmann0,10 things to do on your next trip to Singapore.,"['singaporetiktok', 'simgaporetravel', 'singaporelife', 'traveltiktok', 'singaporetips']",1439,1379,213,2,"12 things to do on your next trip to singapore explore haji lane Head up to Lavo for incredible views and tasty Italian visit gardens by the bay Dont miss the Art Science Museum for pop up exhibitions Have dinner at koma for amazing food and cocktails Stroll through bugis market for some shopping. visit long bar at raffles for a singapore sling Go for juicy steak at FBG steakhouse you wont regret. Do Order chicken rice from the maxwell food centre Grab coffee and
speciality pastries from Kura 11 Get tickets to the night safari at the zoo 12 Visit the Botanical Gardens find turtles and otters"
388_post,https://www.tiktok.com/@travelhackingmom/video/7157019172134735150,Travel Hacking Mom,203,150.3K,2.2M,2022-10-21,/@travelhackingmom,travelhackingmom,I was sitting in business class wh cub didn’t suck but it’s no Singapore suites!,"['awardtravel', 'creditcardpoints', 'luxuryflight', 'luxurytravel', 'travelhacks']",987.6K,39K,22.8K,1958,"you are not going to believe this seat that my mom had on this plane and you'll see it as soon as I figure out how to open this door this is Singapore Suites first class she booked this flight for $143,000 + $5.60 this flight was from JFK to Frankfurt"
389_post,https://www.tiktok.com/@jessjacktravel/video/7221196427303603461,Jess n Jacks travels,307,21.9K,70.3K,2023-4-12,/@jessjacktravel,jessjacktravel,Day 1 of travelling around the world spent in Heathrow airport & on a flight to Singapore 🇸🇬 Follow for the rest of our journey,"['fyp', 'travel', 'singaporeairlines', 'singapore', 'backpacking']",62.7K,2133,130,166,hi I'm Jess and I'm Jack and this is day one of us traveling around the world we said goodbye to our families and then we headed to Heathrow Airport been planning this trip for 3 years and we're spending the next 6 months traveling around the world together we checked in our luggage and then we headed to the VIP lounge that Jack's mom's currently paid for us we always recommend airport lounges especially before a long old flight will do a separate video on Airport
390_post,https://www.tiktok.com/@shrugmyshoulder/video/7231798430740335880,ShrugMyShoulder,28,5566,54.1K,2023-5-11,/@shrugmyshoulder,shrugmyshoulder,🤷🏻‍♂️🤷🏻‍♀️ Why did we start this digital nomad journey?,"['shrugmyshoulder', 'shrugtravels', 'singapore', 'singaporediscover', 'reelssg', 'sgcouple', 'digitalnomad', 'digitalnomadcouple', 'digitalnomadlifestyle', 'workandtravel', 'remotework', 'selfcare']",3390,489,403,86,what did we decide to start this digital Nomad Journey as a Singaporean couple we have been traveling and remote working since 2021 and the main reason for doing so is because I'll beat you is only ready in 2025 instead of using the money to rent a place we decided to put the budget towards traveling instead we diligently use the right credit card to accumulate our mouths and hotel points to decrease our expenses check out our Blog My shoulder.com where we share our guides and tips
391_post,https://www.tiktok.com/@onericeplease/video/7243372785010035970,🍚🥢,66,22.3K,943.9K,2023-6-11,/@onericeplease,onericeplease,Still wondering if the M in their name stands for “mountain” 🗻,"['sgfoodie', 'tiktoksg', 'm5coffee', 'sgcoffee', 'newcafesg', 'singapore', 'sgtravel']",813,218,134,5,what is on the blue stuff below there's this new popular Cafe from Taiwan that just opened in Orchard Center they are brought in their signature drinks they are all represented by the mountain ranges in Taiwan this is a special Singapore exclusive drink named after the only Mountain tear Mount Faber this is also the drink with the question about blue liquid at the bottom apparently is blue curacao syrup honestly it tasted like a regular iced latte but there's a heat or Sweet Orange not too bad but I was expecting something different and bottom looks adorable
392_post,https://www.tiktok.com/@rielddy/video/7243282865084058885,Mariel Delizo,111,121,3472,2023-6-11,/@rielddy,rielddy,Singapore Itinerary 🇸🇬,"['travel', 'singapore']",3271,2585,420,74,"Our Singapore Itinerary for 5 days and 4 nights check in at hotel dinner and roaming around bugis area day 1 gardens by the bay cloud forest and flower dome supertree gove art science museum, marina bay skypark observation day 2 orchard road library orchard gateway cable car to sentosa skyline luge day 3 fort canning park universal studios dinner at bread street by gordon ramsey super yum. day 4 Haji Lane coffee at arabica sultan mosque merlion day 5 exploring changi airport flight back to manila we also watched light show at jewel this is your sign to visit singapore see you again sg"
394_post,https://www.tiktok.com/@jessicajayneturner/video/7211518914814102789,Jessica Jayne,73,57K,3.1M,2023-3-17,/@jessicajayneturner,jessicajayneturner,Next destination: Singapore 🇸🇬 it’s our first time visiting so can’t wait to spend the next few days exploring 🫶🏼,[],3143,89,21,34,"Travelling to Singapore  we sold our house and quit our jobs to travel the world and after spending the last month in Thailand it is now time to head to our next destination which is Singapore we were flying to Singapore with Singapore Airlines and the flight was pretty cheap, it was like 160Jishypounds for both of us and that included of luggage we got extra leg room Im one of those people that absolutely loves catching flights Singapore which is pretty nice and they even gave us an in flight meal not gonna lie it didnt look very appetizing but well take it this is my first time visiting singapore which im so excited about so we landed all safely and the cheapest way to get to the hotel was the metro i would say it is super easy to navigate but my boyfriend did do all the navigating and it's actually so nice to just walk and see singapore we then arrived at the hotel and our hotel was actually quite nice like we went for a more budget option that was in like a pretty good location so i didnt really have high expectations but this is perfect"
